Item Label,Image,Author,Submission DateTime,Year,Date,Instance Of Type Label,Longitude,Latitude,Inception,Admin Entity Label,Historic County Label
"66 Hamilton Place, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/66%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:43:51,2020,24,villa,-2.12696,57.1478,N/A,Aberdeen City,Aberdeenshire
"Crail, 7 Marketgate, Kirkmay House",http://commons.wikimedia.org/wiki/Special:FilePath/Kirkmay%20House.JPG,Localharrylover,2013-09-10 14:58:39,2013,10,hotel building,-2.62586,56.2621,N/A,Fife,Fife
House Of Falkland,http://commons.wikimedia.org/wiki/Special:FilePath/House%20of%20Falkland%20-%20general%20view%20from%20SE.jpg,ArchHist,2018-09-12 14:26:03,2018,12,architectural structure,-3.22435,56.2531,N/A,Fife,Fife
Craigmaddie Reservoir,http://commons.wikimedia.org/wiki/Special:FilePath/Craigmaddie%20Pier.jpg,Urbiops,2013-09-15 12:32:39,2013,15,reservoir,-4.30138,55.9507,N/A,East Dunbartonshire,Stirlingshire
"10 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/10%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:00:49,2020,24,architectural structure,-2.11134,57.1494,N/A,Aberdeen City,Aberdeenshire
"1-3 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/1-3%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 17:52:04,2020,24,architectural structure,-2.11185,57.149,N/A,Aberdeen City,Aberdeenshire
"Culzean Castle Estate, Fountain Court, Including Fountain, Terrace Walls, Orangery And Shelter",http://commons.wikimedia.org/wiki/Special:FilePath/Orangery%20Interior%2C%20Culzean%20Castle%20Estate.jpg,LornaMCampbell,2018-09-03 23:15:31,2018,3,garden,-4.78864,55.3541,N/A,South Ayrshire,Ayrshire
"86 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/86%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:58:08,2020,24,building,-2.12844,57.1474,N/A,Aberdeen City,Aberdeenshire
5 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/5%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 12:51:30,2020,24,building,-4.27334,55.8374,N/A,Glasgow City,Renfrewshire
"Edinburgh, 23 Melville Street",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN5959%2023%20Melville%20Street.jpg,AlasdairW,2020-09-30 22:21:56,2020,30,terrace house,-3.21252,55.9506,N/A,City of Edinburgh,Midlothian
"80 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/80%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:53:33,2020,24,building,-2.12811,57.1475,N/A,Aberdeen City,Aberdeenshire
"Dundee, Broughty Ferry, 2 Whinny Brae, Eastern Primary School",http://commons.wikimedia.org/wiki/Special:FilePath/Eastern%20Primary%20School%20-%20view%20from%20N.jpg,ArchHist,2018-09-30 10:29:29,2018,30,school building,-2.86832,56.468,N/A,Dundee City,Angus
"Edinburgh, 25 Melville Street",http://commons.wikimedia.org/wiki/Special:FilePath/DSCN5960%2025%20Melville%20Street.jpg,AlasdairW,2020-09-30 22:27:11,2020,30,terrace house,-3.21266,55.9506,N/A,City of Edinburgh,Midlothian
"Woodlands Terrace, Stairway To Claremont Terrace Lane",http://commons.wikimedia.org/wiki/Special:FilePath/Glasgow%20-%20Stairway%20to%20Clifton%20Street.jpg,Loustalotphotography,2013-09-30 19:11:56,2013,30,stairs,-4.27911,55.8681,N/A,Glasgow City,Lanarkshire
"79 Hamilton Place, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/79%20Hamilton%20Place%2C%20Aberdeen%2001.jpg,Braveheart,2016-09-08 09:12:41,2016,8,villa,-2.1278,57.1471,N/A,Aberdeen City,Aberdeenshire
"Culzean Castle, Camellia House",http://commons.wikimedia.org/wiki/Special:FilePath/Culzean%20Castle%2C%20Camellia%20House%20-%2020150927160501.jpg,LornaMCampbell,2017-09-13 20:55:37,2017,13,greenhouse,-4.78962,55.3523,N/A,South Ayrshire,Ayrshire
"Edinburgh, 2-6 South St Andrew Street",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%202-6%20South%20St%20Andrew%20Street%2002.jpg,Stinglehammer,2017-09-25 23:28:52,2017,25,retail outlet,-3.19176,55.9531,N/A,City of Edinburgh,Midlothian
"20 Balvicar Drive, Camphill Queen's Park Church",http://commons.wikimedia.org/wiki/Special:FilePath/20%20Balvicar%20Drive%2C%20Camphill%20Queen%27s%20Park%20Church%2001.jpg,Stinglehammer,2017-09-25 22:52:08,2017,25,church building,-4.27099,55.8341,N/A,Glasgow City,Renfrewshire
"Dundee Harbour, Victoria Dock",http://commons.wikimedia.org/wiki/Special:FilePath/Ship%2C%20the%20Quay%2C%20Dundee.jpg,MariuszMatuszewski,2018-09-30 22:30:33,2018,30,dock,-2.95972,56.4617,N/A,Dundee City,Angus
2 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/2%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 12:56:49,2020,24,building,-4.27302,55.8375,N/A,Glasgow City,Renfrewshire
"Edinburgh, 5, 6, 7 Leopold Place",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%205%2C%206%2C%207%20Leopold%20Place.jpg,Wilmm,2017-09-24 16:12:19,2017,24,architectural structure,-3.18318,55.9581,N/A,City of Edinburgh,Midlothian
"Aberdeen Arts Centre, King Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Aberdeen%20Arts%20Centre%2C%20view%20from%20King%20Street.jpg,Wsm1,2016-09-02 12:01:22,2016,2,church building,-2.09404,57.1495,1829-01-01T00:00:00Z,Aberdeen City,Aberdeenshire
9 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/9%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-24 12:34:46,2020,24,building,-4.2737,55.8372,N/A,Glasgow City,Renfrewshire
"Edinburgh, 11 And 12 Ramsay Garden",http://commons.wikimedia.org/wiki/Special:FilePath/View%20from%20the%20tower%2C%20above%20Sir%20Patrick%20Geddes%27%20apartment%2C%20Ramsay%20Garden.jpg,KenMurray007,2018-09-30 15:36:27,2018,30,tenement,-3.19684,55.9492,N/A,City of Edinburgh,Midlothian
"Hillhead, 47 Oakfield Avenue",http://commons.wikimedia.org/wiki/Special:FilePath/47-49%20Oakfield%20Avenue%2C%20Hillhead%2C%20Glasgow.jpg,Argymeg,2020-09-14 19:10:59,2020,14,tenement,-4.28461,55.874,N/A,Glasgow City,Lanarkshire
"Churchyard, West Church Of St Nicholas, Union Street, Aberdeen,",http://commons.wikimedia.org/wiki/Special:FilePath/Churchyard%2C%20West%20Church%20Of%20St%20Nicholas%2C%20Aberdeen%2C.jpg,Watty62,2020-09-28 08:44:09,2020,28,churchyard,-2.0997,57.1472,N/A,Aberdeen City,Aberdeenshire
Crail Harbour,http://commons.wikimedia.org/wiki/Special:FilePath/Crail%20Harbour%20August%202017.jpg,E-JG79,2017-09-23 15:21:20,2017,23,harbor,-2.62853,56.2575,N/A,Fife,Fife
10 Moray Place,http://commons.wikimedia.org/wiki/Special:FilePath/10%20Moray%20Place%2C%20Glasgow.jpg,Stinglehammer,2020-09-23 12:56:47,2020,23,building,-4.27381,55.8372,N/A,Glasgow City,Renfrewshire
"Schoolhill Lodge, West Church Of St Nicholas, Union Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Schoolhill%20Lodge%2C%20West%20Church%20Of%20St%20Nicholas%20-%20from%20graveyard.jpg,Watty62,2020-09-28 14:11:00,2020,28,gatehouse,-2.09972,57.148,N/A,Aberdeen City,Aberdeenshire
"Crail, 9 Marketgate, Friar's Court",http://commons.wikimedia.org/wiki/Special:FilePath/Friar%27s%20Court%209%20Marketgate.JPG,Localharrylover,2013-09-10 14:55:48,2013,10,architectural structure,-2.62566,56.2617,N/A,Fife,Fife
Edinburgh 9 Randolph Cliff,http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%209%20Randolph%20Cliff%20%28Q17576840%29.jpg,Andycatlincom,2017-09-21 09:05:23,2017,21,terrace house,-3.21358,55.9524,N/A,City of Edinburgh,Midlothian
"Edinburgh, 2, 3, 4 Leopold Place",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%2C%202%2C%203%2C%204%20Leopold%20Place.jpg,Wilmm,2017-09-24 16:10:34,2017,24,architectural structure,-3.18345,55.9581,N/A,City of Edinburgh,Midlothian
"Old Aberdeen Town House, High Street, Old Aberdeen, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Old%20Aberdeen%20Town%20House%2C%202003.JPG,Elisa.rolle,2013-09-05 11:59:44,2013,5,town hall,-2.10225,57.1671,N/A,Aberdeen City,Aberdeenshire
Golf Hotel,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Golf%20Hotel%20Crail.JPG,Localharrylover,2013-09-10 15:00:56,2013,10,hotel; pub,-2.62659,56.2606,N/A,Fife,Fife
"Edinburgh, 6 Melville Crescent",http://commons.wikimedia.org/wiki/Special:FilePath/6%20MELVILLE%20CRESCENT%20AND%201-43%20MELVILLE%20STREET.JPG,Alexander Khokhlov,2013-09-29 16:22:01,2013,29,terrace house,-3.21376,55.95,N/A,City of Edinburgh,Midlothian
Crail Custom House,http://commons.wikimedia.org/wiki/Special:FilePath/35%20Shoregate%20Crail.JPG,Localharrylover,2013-09-10 15:13:36,2013,10,custom house,-2.62805,56.2578,N/A,Fife,Fife
"Edinburgh, 7 Randolph Place",http://commons.wikimedia.org/wiki/Special:FilePath/7N%20Architects%207%20Randolph%20Place%20DSCN9052.jpg,AlasdairW,2017-09-24 20:45:21,2017,24,architectural structure,-3.21014,55.9515,N/A,City of Edinburgh,Midlothian
Stewart Memorial Fountain,http://commons.wikimedia.org/wiki/Special:FilePath/Stewart%20Memorial%20Fountain%2C%20Kelvingrove%20Park%2C%204.jpg,LornaMCampbell,2019-09-12 21:10:49,2019,12,fountain,-4.28386,55.8681,N/A,Glasgow City,Lanarkshire
"Culzean Castle Estate, Ruined Arch And Viaduct",http://commons.wikimedia.org/wiki/Special:FilePath/Culzean%20Castle%2C%20Ruined%20Arch%20And%20Viaduct.jpg,LornaMCampbell,2019-09-16 22:03:57,2019,16,viaduct; road bridge,-4.78683,55.3539,N/A,South Ayrshire,Ayrshire
"West United Free Church, 71 Schoolhill, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Redeveloped%20site%20of%20West%20United%20Free%20Church%2C%20Aberdeen%20incorporating%20it%27s%20spire.jpg,Watty62,2020-09-28 17:39:00,2020,28,church building,-2.10296,57.1475,N/A,Aberdeen City,Aberdeenshire
"Dundee, Nethergate, City Churches, Old St Paul's And St David's Church",http://commons.wikimedia.org/wiki/Special:FilePath/Dundee%2C%20Nethergate%2C%20City%20Churches%2C%20Old%20St%20Paul%27s%20And%20St%20David%27s%20Church.jpg,Drkirstyross,2023-09-21 23:35:18,2023,21,church building,-2.97251,56.4595,N/A,Dundee City,Angus
"68 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/68%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:45:43,2020,24,building,-2.12712,57.1477,N/A,Aberdeen City,Aberdeenshire
Provost Skene's House,http://commons.wikimedia.org/wiki/Special:FilePath/Provost%20Skene%27s%20House.jpg,Spoiltcat,2017-09-13 20:04:58,2017,13,house; house museum,-2.09752,57.1483,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, 30 Northumberland Street",http://commons.wikimedia.org/wiki/Special:FilePath/The%20Wally%20Dug.jpg,Lady-shirakawa,2018-09-21 15:44:03,2018,21,architectural structure,-3.19849,55.9568,N/A,City of Edinburgh,Midlothian
"Bishop Elphinstone Monument, King's College, Old Aberdeen, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Bishop%20Elphinstone%20Memorial%201.JPG,Clark182,2014-09-30 22:47:04,2014,30,monument,-2.10178,57.1642,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, 25 Northumberland Street",http://commons.wikimedia.org/wiki/Special:FilePath/25%20Northumberland%20st.jpg,Lady-shirakawa,2018-09-12 16:19:43,2018,12,architectural structure,-3.19815,55.9572,N/A,City of Edinburgh,Midlothian
"82 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/82%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:55:04,2020,24,building,-2.12823,57.1475,N/A,Aberdeen City,Aberdeenshire
"92 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/92%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 19:02:03,2020,24,building,-2.12899,57.1473,N/A,Aberdeen City,Aberdeenshire
Guild Street Bridge,http://commons.wikimedia.org/wiki/Special:FilePath/Guild%20Street%20Bridge%2C%20Aberdeen.jpg,Watty62,2020-09-25 15:31:07,2020,25,bridge,-2.09969,57.1443,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, 28 Melville Street",http://commons.wikimedia.org/wiki/Special:FilePath/Edinburgh%20-%20Edinburgh%2C%2028%20Melville%20Street%20-%2020140426183313.jpg,Enric,2018-09-26 21:58:59,2018,26,terrace house,-3.21237,55.9502,N/A,City of Edinburgh,Midlothian
"94 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/94%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 19:03:51,2020,24,building,-2.12905,57.1473,N/A,Aberdeen City,Aberdeenshire
"6 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/6%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 17:55:03,2020,24,architectural structure,-2.11235,57.1494,N/A,Aberdeen City,Aberdeenshire
"53 Castle Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/53%20Castle%20Street%2C%20Aberdeen%20-%20front%20view.jpg,Watty62,2020-09-28 14:08:04,2020,28,bank building,-2.09359,57.1476,N/A,Aberdeen City,Aberdeenshire
"5 Rosemount Square, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/5%20Rosemount%20Square%2C%20Aberdeen.jpg,Watty62,2020-09-24 17:53:30,2020,24,architectural structure,-2.11232,57.1493,N/A,Aberdeen City,Aberdeenshire
"Edinburgh, 27 Northumberland Street",http://commons.wikimedia.org/wiki/Special:FilePath/27%20Northumberland%20st.jpg,Lady-shirakawa,2018-09-12 16:20:36,2018,12,architectural structure,-3.19827,55.9572,N/A,City of Edinburgh,Midlothian
"Market Cross, Castle Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Mercat%20Cross%2C%20the%20Castlegate%2C%20Aberdeen.JPG,AberdeenBill,2013-09-28 21:07:56,2013,28,market cross,-2.0926,57.1483,N/A,Aberdeen City,Aberdeenshire
"76 Hamilton Place With Gate Piers And Boundary Walls, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/76%20Hamilton%20Place%2C%20Aberdeen.jpg,Watty62,2020-09-24 18:50:29,2020,24,building,-2.12775,57.1475,N/A,Aberdeen City,Aberdeenshire
"1-3 Union Terrace, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/1-3%20Union%20Terrace%2C%20Aberdeen.jpg,Watty62,2020-09-24 19:54:30,2020,24,office building,-2.102871569,57.145765352,N/A,Aberdeen City,Aberdeenshire
"Government Offices, 27, 29, 31 King Street, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/27-29-31%20King%20Street%2C%20Aberdeen.jpg,Watty62,2020-09-28 12:33:08,2020,28,architectural structure,-2.093823136,57.14877279,N/A,Aberdeen City,Aberdeenshire
Linlithgow Burgh Halls,http://commons.wikimedia.org/wiki/Special:FilePath/Linlithgow%20Town%20House%20%28geograph%202741307%29.jpg,Dormskirk,2021-09-20 16:10:42,2021,20,town hall,-3.60062,55.97749,N/A,West Lothian,West Lothian
Redford Cavalry Barracks block,http://commons.wikimedia.org/wiki/Special:FilePath/Redford%20Barracks.jpg,SteinsplitterBot,2020-09-04 10:02:11,2020,4,barracks,-3.24197,55.9127,N/A,City of Edinburgh,Midlothian
"Daily Express Building, Glasgow",http://commons.wikimedia.org/wiki/Special:FilePath/Daily%20Express%20Building%2C%20159-195%20Albion%20Street%2C%20Glasgow%2C%203.jpg,LornaMCampbell,2019-09-11 21:02:05,2019,11,building,-4.2439,55.8601,N/A,Glasgow City,Lanarkshire
Duff House Mausoleum,http://commons.wikimedia.org/wiki/Special:FilePath/Aberdeenshire%20-%20Duff%20House%20Mausoleum%20-%2020210727163007.jpeg,LornaMCampbell,2023-09-26 21:20:48,2023,26,mausoleum,-2.5371402,57.654198,N/A,Aberdeenshire; Banff,Banffshire
"Devon Colliery,pumping engine house",http://commons.wikimedia.org/wiki/Special:FilePath/Beam%20Engine%20Room.jpg,Tartanqueen21,2019-09-30 21:24:14,2019,30,architectural structure,-3.7755332,56.142979,N/A,Clackmannanshire,Clackmannanshire
"Braeheads House, St Boswells",http://commons.wikimedia.org/wiki/Special:FilePath/Braeheads%20House%20back%20St%20Boswells.jpg,Victuallers,2021-09-17 13:15:10,2021,17,house,-2.6419945,55.573705,N/A,Scottish Borders,Roxburghshire
Inverness Town House,http://commons.wikimedia.org/wiki/Special:FilePath/Inverness%2C%20High%20Street%2C%20Town%20Hall%20-%2020140424172109.jpg,Enric,2018-09-27 21:58:41,2018,27,town hall,-4.225,57.4773,N/A,Inverness; Highland,Inverness-shire
Donaldson's Hospital,http://commons.wikimedia.org/wiki/Special:FilePath/Donaldson%27s%20Hospital%20Building.jpg,Paul.patras,2016-09-04 20:42:03,2016,4,building,-3.22585,55.9473,1851-01-01T00:00:00Z,Edinburgh; City of Edinburgh,Midlothian
60-62 Buchanan Street,http://commons.wikimedia.org/wiki/Special:FilePath/60-62%20Buchanan%20Street%2C%20Glasgow.jpg,Stinglehammer,2018-09-09 17:51:51,2018,9,building,-4.25404,55.8596,N/A,Glasgow City,Lanarkshire
Lawers House,http://commons.wikimedia.org/wiki/Special:FilePath/Lawers%20House.jpg,MsHazey,2016-09-26 23:15:27,2016,26,country house,-3.9463748,56.384239,N/A,Perth and Kinross,Perthshire
"164a, 166, 168 Buchanan Street, Britannia Building",http://commons.wikimedia.org/wiki/Special:FilePath/164a%2C%20166%2C%20168%20Buchanan%20Street%2C%20Glasgow.jpg,Lirazelf,2017-09-25 17:36:14,2017,25,building,-4.25295,55.8624,N/A,Glasgow City,Lanarkshire
Armadale Castle stables,http://commons.wikimedia.org/wiki/Special:FilePath/Armadale%20Castle%20stables%20-%20view%20from%20NE.jpg,ArchHist,2018-09-30 21:57:05,2018,30,stable,-5.897005729,57.069641952,N/A,Highland,Inverness-shire
"Stables and garage, Braeheads House, St Boswells",http://commons.wikimedia.org/wiki/Special:FilePath/Stables%20and%20garage%20back%2C%20Braeheads%20House%2C%20St%20Boswells.jpg,Victuallers,2021-09-17 13:16:25,2021,17,stable,-2.6417751,55.573868,N/A,Scottish Borders,Roxburghshire
"Islay, Mull Of Oa, American Monument",http://commons.wikimedia.org/wiki/Special:FilePath/American%20Monument.jpg,Muriel313,2020-09-28 20:33:20,2020,28,monument,-6.333635325,55.590771284,N/A,Argyll and Bute,Argyll
"Boundary Walls, Gatepiers And Railings Former Aberdeen Royal Infirmary, Woolmanhill, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Boundary%20Walls%2C%20Gatepiers%20And%20Railings%2C%20Woolmanhill%2C%20Aberdeen.jpg,Watty62,2020-09-28 17:42:00,2020,28,architectural structure,-2.105391477,57.14857494,N/A,Aberdeen City,Aberdeenshire
Old West Kirk,http://commons.wikimedia.org/wiki/Special:FilePath/Old%20West%20Kirk%20east.jpg,Dave souza,2016-09-12 12:32:39,2016,12,church building,-4.767411676,55.956018287,N/A,Inverclyde,Renfrewshire
"90, 92, 94, 96, 98 Candleriggs, City Hall And Bazaar",http://commons.wikimedia.org/wiki/Special:FilePath/Merchant%20Square%2C%20Candleriggs%2C%20Glasgow.jpg,LornaMCampbell,2019-09-11 21:07:51,2019,11,architectural structure,-4.24525,55.8588,N/A,Glasgow City,Lanarkshire
1–17 Park Circus Place,http://commons.wikimedia.org/wiki/Special:FilePath/Glasgow%20-%20Park%20Circus%20Place.jpg,Loustalotphotography,2013-09-30 18:27:56,2013,30,terrace of houses,-4.27708333,55.86908333,N/A,Glasgow City,Lanarkshire
"Findlater Castle, Dovecote",http://commons.wikimedia.org/wiki/Special:FilePath/Dovecote%2C%20Findlater%20Castle.jpg,Robinson the Bear,2018-09-26 16:14:54,2018,26,dovecote,-2.7732928,57.68815,N/A,Aberdeenshire,Banffshire
"Entrance arch and gates, Braeheads House, St Boswells",http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20arch%20and%20gates%2C%20Braeheads%20House%2C%20St%20Boswells.jpg,Victuallers,2021-09-13 15:33:06,2021,13,architectural structure,-2.641175,55.573053,N/A,Scottish Borders,Roxburghshire
"Engine House, Braeheads House, St Boswells",http://commons.wikimedia.org/wiki/Special:FilePath/Engine%20house%2C%20Braeheads%20House%2C%20St%20Boswells.jpg,Mainlymazza,2021-09-17 13:17:24,2021,17,architectural structure,-2.6415697,55.573914,N/A,Scottish Borders,Roxburghshire
"Fountain, Victoria Park, Westburn, Aberdeen",http://commons.wikimedia.org/wiki/Special:FilePath/Fountain%2C%20Victoria%20Park%2C%20Westburn%2C%20Aberdeen.jpg,Watty62,2020-09-28 08:11:27,2020,28,fountain,-2.122243463,57.151919266,N/A,Aberdeen City,Aberdeenshire
"61 Argyll Arcade, Sloan's Restaurant",http://commons.wikimedia.org/wiki/Special:FilePath/Glasgow%20-%2061%20Argyll%20Arcade%2C%20Sloan%27s%20Restaurant%20-%2020150730001333.jpg,LornaMCampbell,2017-09-14 22:31:34,2017,14,architectural structure,-4.25371,55.8585,N/A,Glasgow City,Lanarkshire
"Leith, Dock Place, Winches And Capstans, Swing Bridge And Lock Gates Including Turning Platforms",http://commons.wikimedia.org/wiki/Special:FilePath/Former%20movable%20bridge%2C%20Leith%20-%20geograph.org.uk%20-%202652648.jpg,GeographBot,2021-09-20 09:05:13,2021,20,swing bridge,-3.171582315,55.97764707,N/A,City of Edinburgh,Midlothian
National Library of Scotland building,http://commons.wikimedia.org/wiki/Special:FilePath/National%20Library%20of%20Scotland%202018-08-21%20by%20Marcok.jpg,Marcok,2018-09-30 17:17:17,2018,30,library building,-3.19173,55.948696,N/A,City of Edinburgh,Midlothian
